"name","MissingRate","installedPatchCount","missingPatchCount","missingServicePackCount","PatchGroupName"
"LDN1WS8014","1.59%","63","1","1","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS8013","1.59%","63","1","1","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS057N02","1.59%","63","1","0","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS8016","1.59%","63","1","1","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS8019","1.61%","62","1","1","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS8009","1.45%","69","1","0","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS7010","3.57%","28","1","0","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS8027","1.59%","63","1","1","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS8004","1.82%","55","1","0","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0900","1.47%","68","1","0","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"ldn1ws3820","5.26%","19","1","0","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS8003","1.85%","54","1","0","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS8002","1.85%","54","1","0","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS8001","1.67%","60","1","0","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"ldn1ws4344","6.67%","15","1","0","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"ldn1ws5260","5.88%","17","1","0","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0443","1.67%","60","1","0","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0440","1.59%","63","1","1","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"ldn1ws7786","5.56%","18","1","0","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0496","1.52%","66","1","0","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"ldn1ws1867","2.94%","34","1","0","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS8012","1.64%","61","1","1","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"ldn1ws3671","5.26%","19","1","0","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS8006","1.79%","56","1","0","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0438","1.59%","63","1","1","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0439","1.59%","63","1","1","ldn1ws7001\3-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9649","5.88%","51","3","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9710","2.78%","72","2","2","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9681","3.85%","52","2","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9874","2.27%","44","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9646","1.41%","71","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9801","2.08%","48","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9800","2.44%","41","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9821","1.89%","53","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9876","3.33%","30","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9957","2.00%","50","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"ldn1ws9709","1.32%","76","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9815","0.68%","147","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9961","2.13%","47","1","1","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9813","1.96%","51","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9641","1.52%","66","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9958","2.38%","42","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9871","2.17%","46","1","1","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9956","2.08%","48","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9988","2.50%","40","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9654","2.22%","45","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"ldn1ws9628","2.17%","46","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9624","2.27%","44","1","1","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9627","2.38%","42","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9666","1.79%","56","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9708","1.56%","64","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9878","2.22%","45","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS8923","1.85%","54","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9725","1.06%","94","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9696","1.79%","56","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9765","2.08%","48","1","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS8925","0.00%","46","0","0","ldn1ws7001\4-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9998","3.13%","32","1","0","ldn1ws7001\5-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS9992","2.56%","39","1","0","ldn1ws7001\5-EMEAPatch1-LDN-c4-p1-sat-04"
"LDN1WS0005","25.00%","28","7","0","ldn1ws7001\EMEAPatch1-LDN-c4-np-fri-12"
"LDN1WS0278","1.82%","55","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-np-sat-00"
"LDN1WS8927","3.77%","53","2","0","ldn1ws7001\EMEAPatch1-LDN-c4-np-sat-04"
"LDN1WS8932","1.72%","58","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-np-sat-04"
"LDN1WS0331","12.50%","64","8","0","ldn1ws7001\EMEAPatch1-LDN-c4-np-sat-08"
"LDN1WS8951","1.71%","175","3","0","ldn1ws7001\EMEAPatch1-LDN-c4-np-sat-08"
"LDN1WS8889","4.69%","64","3","0","ldn1ws7001\EMEAPatch1-LDN-c4-np-sat-08"
"LDN1WS0287","0.61%","165","1","1","ldn1ws7001\EMEAPatch1-LDN-c4-np-sat-08"
"LDN1WS0076","1.79%","56","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-np-sat-08"
"LDN1WS0484","5.88%","51","3","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS037N01","3.92%","51","2","1","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS036N01","3.77%","53","2","1","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS017N01","1.56%","64","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS032N01","1.54%","65","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0249","3.85%","26","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0048","2.63%","38","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0045","2.33%","43","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0019","2.22%","45","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS019N01","1.69%","59","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0136","3.33%","30","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS9716","1.79%","56","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0482","2.00%","50","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS9818","1.89%","53","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0411","1.61%","62","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0159","1.92%","52","1","1","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS003N01","1.28%","78","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0101N01","3.23%","31","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0109","2.63%","38","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS004N01","1.23%","81","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"GB00WPKIAPP03P","3.57%","28","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS034N01","1.45%","69","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0396","6.25%","16","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS0135","3.57%","28","1","0","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
"LDN1WS014N01","1.03%","97","1","1","ldn1ws7001\EMEAPatch1-LDN-c4-p1-sat-00"
